,tags
2438,PROPN PROPN PUNCT ADJ NOUN ADJ ADP PROPN PUNCT VERB DET NOUN NOUN NOUN PUNCT CCONJ PROPN PROPN ADP PROPN ADV VERB DET ADJ NOUN PUNCT
2439,PROPN PROPN ADP PROPN VERB ADJ ADJ ADJ NOUN NOUN NOUN ADP DET NOUN VERB ADJ NOUN PUNCT
2440,ADV NUM PROPN PROPN NOUN VERB NOUN ADP DET NOUN ADP NOUN NOUN ADP DET NOUN ADP PRON NUM NOUN NOUN ADP DET ADJ NUM NOUN ADP DET NOUN NOUN ADP PROPN PUNCT
2441,PRON AUX DET ADJ NUM NOUN VERB ADV ADP DET NOUN ADP VERB NOUN PUNCT
2442,NOUN AUX VERB ADP NUM NOUN NUM NOUN ADV PUNCT
2443,ADV NUM NOUN VERB ADP DET NOUN PUNCT
2444,PROPN PROPN PROPN PUNCT NOUN ADP DET NOUN PUNCT VERB SCONJ DET NOUN AUX AUX VERB ADP PROPN ADP DET NOUN DET NOUN AUX VERB ADJ NOUN NOUN ADP DET NOUN ADP NOUN NOUN PUNCT
2445,PRON ADV AUX VERB NOUN ADP PRON NOUN AUX AUX VERB PUNCT
2446,DET NOUN PRON AUX VERB PUNCT PROPN PROPN VERB ADV DET NOUN PUNCT AUX VERB ADP DET NOUN ADP DET NOUN NOUN SCONJ ADJ ADP DET NOUN PART NOUN VERB DET NOUN ADP VERB ADV ADP DET NOUN ADJ ADJ NOUN PUNCT
2447,PROPN PROPN PUNCT NUM PUNCT ADP NUM PROPN PROPN PUNCT PROPN PUNCT VERB ADP NOUN NOUN ADP DET NOUN ADP PRON DET NOUN PRON AUX VERB VERB ADP DET NOUN VERB ADP PROPN PROPN PUNCT NUM PUNCT ADP NUM PROPN PROPN PUNCT PROPN PUNCT ADP PROPN PROPN CCONJ PROPN PROPN PROPN ADP PROPN NOUN PUNCT
2448,PROPN PROPN AUX VERB PART VERB VERB ADP PROPN PROPN ADP PROPN PROPN PROPN SCONJ PRON NOUN AUX VERB ADP DET PROPN NOUN PUNCT NOUN VERB PUNCT
2449,DET NOUN AUX ADV VERB PUNCT
2450,PROPN PROPN AUX VERB ADP DET ADJ PROPN NOUN PUNCT PROPN PROPN PROPN PROPN PUNCT PRON VERB PRON PUNCT
2451,PROPN PROPN AUX ADJ PUNCT
2452,NOUN NOUN VERB DET NOUN ADP DET PROPN PROPN NOUN ADP PROPN CCONJ VERB DET VERB SYM NUM NOUN ADP NOUN PUNCT NOUN PUNCT ADJ NOUN CCONJ ADJ NOUN PUNCT
2453,PROPN CCONJ PROPN PROPN PROPN PROPN VERB DET NOUN ADP PRON NOUN ADP NUM PROPN PROPN PROPN ADP ADV NUM ADJ NOUN PUNCT
2454,PRON VERB NOUN DET NOUN VERB DET NOUN NOUN ADJ SYM NUM PUNCT DET ADJ ADJ PROPN NOUN ADJ SYM NUM PUNCT PUNCT
2455,DET NOUN ADP SYM NUM ADP PRON PUNCT PUNCT
2456,DET NOUN ADP PROPN PUNCT ADJ CCONJ ADJ NOUN PUNCT VERB ADP SYM NUM PUNCT PUNCT
2457,NUM NOUN PUNCT DET NOUN CCONJ DET NOUN ADP NOUN NOUN PUNCT
2458,NUM ADP DET NOUN AUX DET ADJ NOUN NOUN ADP DET NOUN NOUN PUNCT VERB ADP SYM NUM PUNCT
2459,DET NOUN AUX VERB ADP SYM NUM PUNCT SYM NUM CCONJ SYM NUM PUNCT
2460,DET NOUN AUX VERB ADP SYM NUM CCONJ DET NOUN ADP SYM NUM PUNCT
2461,DET PROPN VERB NOUN PRON VERB ADV ADP NUM NOUN CCONJ VERB ADV NUM NOUN CCONJ VERB DET NOUN AUX AUX VERB PUNCT
2462,PROPN PROPN PROPN PROPN PUNCT PRON VERB PUNCT VERB DET NOUN VERB ADP ADP DET ADJ NOUN PUNCT
2463,NOUN CCONJ NOUN ADP NUM NOUN CCONJ DET NOUN NOUN AUX VERB PUNCT
2464,DET NOUN NOUN NOUN NOUN VERB NOUN AUX AUX VERB PROPN PART VERB DET NOUN ADP DET NOUN NOUN ADP PROPN CCONJ PROPN PROPN ADJ ADP VERB ADJ NOUN ADP DET PROPN PROPN PUNCT
2465,DET NOUN VERB PRON AUX AUX ADJ PART VERB ADP DET NOUN ADP ADV SCONJ ADP DET ADJ NOUN ADP ADJ NOUN ADP NOUN NOUN ADP DET NOUN VERB ADP DET NOUN PUNCT ADJ NOUN NOUN ADP PROPN PROPN CCONJ NOUN NOUN PUNCT
2466,DET NUM PUNCT NOUN NOUN ADP NUM PROPN PROPN AUX AUX VERB ADP PROPN PROPN ADP PROPN PROPN PROPN PUNCT VERB ADP DET NOUN VERB PROPN ADP PROPN PROPN PUNCT
2467,PROPN PROPN PROPN PUNCT NOUN NOUN NOUN CCONJ NOUN NOUN PUNCT VERB DET NOUN AUX AUX VERB PART VERB ADJ NOUN ADP NOUN NOUN PUNCT ADV ADP PRON ADV ADP DET ADJ NOUN PUNCT
2468,PROPN ADP PROPN PART NOUN CCONJ NOUN PROPN NOUN VERB DET NOUN PART NOUN NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN ADP VERB NOUN CCONJ NOUN NOUN PUNCT
2469,PROPN PROPN PUNCT NOUN ADP PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT VERB NUM ADP DET NOUN PART NUM NOUN AUX VERB NOUN ADP DET ADV VERB CCONJ ADJ NOUN PUNCT
2470,PROPN PROPN PUNCT DET NOUN NOUN ADP DET PROPN PROPN PROPN PUNCT PRON DET NOUN PART NUM NOUN VERB ADP VERB PUNCT VERB DET NOUN PROPN PROPN PROPN AUX AUX VERB PART VERB ADP DET NOUN PART VERB DET NOUN NOUN PUNCT
2471,DET NUM PUNCT NOUN PUNCT ADJ PROPN NOUN PUNCT PROPN PROPN PROPN ADP NUM PROPN PROPN PUNCT AUX ADP ADJ NOUN ADJ NOUN ADP PRON PROPN ADP PROPN PROPN PUNCT PROPN PROPN PUNCT ADP NOUN VERB SCONJ DET NOUN PRON AUX VERB VERB DET NOUN NOUN ADP PROPN PROPN ADP PROPN PROPN ADP PROPN PROPN PUNCT
2472,PROPN PROPN VERB ADJ NOUN CCONJ NOUN NOUN PUNCT NOUN NOUN VERB PUNCT
2473,PRON AUX VERB ADP DET NOUN ADP DET PROPN PROPN NOUN PUNCT
2474,ADP VERB DET NOUN PUNCT PROPN PROPN PART NOUN VERB ADP DET NOUN VERB ADP PROPN PROPN PROPN PUNCT NUM PUNCT ADP NUM PROPN PROPN PROPN PUNCT PROPN PROPN PUNCT VERB ADV DET ADJ NOUN CCONJ VERB DET ADJ ADJ NOUN ADP DET PROPN NOUN PUNCT NOUN VERB PUNCT
2475,PROPN PROPN AUX ADJ PUNCT
2476,DET NOUN ADP DET NOUN NOUN VERB DET ADJ NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT
2477,NUM NOUN AUX ADP NOUN ADP ADV DET PRON NOUN PUNCT DET PROPN PROPN PROPN NOUN VERB PUNCT
2478,DET NOUN AUX ADP ADP ADV NUM NOUN ADP NOUN ADP PROPN PROPN ADV ADV ADV ADP PROPN PROPN PROPN ADV ADP NUM NOUN SCONJ DET NOUN VERB PUNCT
2479,DET NOUN ADP DET PROPN PROPN PROPN PART NOUN ADP DET NOUN ADP ADJ PUNCT ADJ NOUN AUX VERB ADP DET NOUN PROPN PROPN PUNCT PRON VERB ADJ NOUN PUNCT
2480,NUM NOUN ADP DET PROPN PUNCT VERB NOUN ADP DET NOUN NOUN VERB PRON ADV AUX VERB PART VERB DET NOUN ADP DET PROPN PROPN ADP PROPN PUNCT PRON VERB NOUN SCONJ DET NOUN NOUN VERB ADV ADP PRON NOUN ADP DET NOUN PUNCT PROPN PROPN PROPN NOUN PUNCT DET PROPN PUNCT VERB NOUN NOUN PUNCT AUX PART AUX VERB ADP NOUN PUNCT
2481,ADP PRON NOUN PUNCT DET NOUN PROPN ADP PROPN VERB PROPN PROPN PROPN PROPN PUNCT NOUN NOUN ADP NOUN PUNCT PRON AUX VERB ADV SCONJ DET PROPN NOUN VERB SCONJ PRON VERB PROPN PROPN PROPN ADP NOUN ADP ADJ ADJ ADJ NOUN ADP ADV VERB SCONJ DET NOUN NOUN PART NOUN AUX PART ADJ PUNCT
2482,ADJ PUNCT PROPN PROPN PROPN AUX VERB PROPN PROPN PROPN ADP DET NOUN PUNCT
2483,PROPN CCONJ PROPN PROPN ADP PROPN AUX VERB SYM NUM NOUN ADP DET NOUN ADP PROPN PROPN NOUN ADP ADJ NOUN PRON PRON VERB ADP NUM PROPN PROPN PROPN PUNCT PROPN PUNCT CCONJ PRON AUX VERB ADP NOUN ADP NOUN ADP PROPN PROPN NUM PUNCT
2484,DET NOUN AUX VERB ADP PROPN PROPN PROPN PROPN PRON VERB PRON NOUN ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT
2485,DET NOUN PUNCT ADP NOUN PUNCT VERB ADP DET NOUN ADP SYM NUM VERB ADP DET NOUN ADP DET NOUN NOUN PART ADJ NOUN NOUN PUNCT CCONJ DET NOUN ADP SYM NUM VERB ADP PRON ADP DET NOUN PART NOUN PUNCT
2486,DET NOUN VERB DET NUM PUNCT NOUN NOUN NOUN NOUN ADP NUM ADJ NOUN ADP NOUN PUNCT
2487,PROPN PROPN VERB DET NOUN PUNCT
2488,ADJ PUNCT PROPN PROPN PROPN PROPN VERB ADP DET NOUN PUNCT
2489,PROPN PART NOUN ADP NOUN ADP DET PROPN PUNCT PROPN PROPN PROPN PROPN AUX VERB ADP DET ADJ ADJ NOUN DET NOUN ADP PROPN NOUN PUNCT
2490,NOUN PRON VERB PRON ADJ AUX VERB PRON NOUN ADP DET PROPN PUNCT PROPN PART PROPN NOUN ADP NUM PROPN PROPN PUNCT
2491,PRON VERB AUX AUX VERB PUNCT
2492,DET NOUN PART ADJ NOUN DET NOUN AUX SYM NUM PART VERB PROPN NOUN ADP ADJ NOUN PUNCT
2493,NOUN ADP PROPN NOUN AUX AUX VERB PUNCT
2494,PROPN NOUN AUX AUX ADJ NOUN ADP DET NOUN ADP DET NOUN PUNCT
2495,ADJ NOUN NOUN AUX VERB DET NOUN ADP NUM ADP PRON ADJ PROPN NOUN CCONJ PRON NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN VERB ADV ADP VERB PROPN PART VERB DET NOUN PART NOUN PUNCT
2496,PROPN PROPN PUNCT NUM PUNCT ADP NUM PROPN PROPN PROPN PUNCT PROPN PUNCT AUX VERB ADP PROPN PROPN PROPN ADV ADP NUM NOUN NOUN ADP DET NOUN NOUN ADP PRON DET NOUN PRON AUX VERB VERB ADP PRON NOUN PUNCT
2497,PROPN PROPN AUX VERB ADJ NOUN ADP PROPN PROPN NUM PUNCT
2498,PUNCT PROPN PUNCT SCONJ PRON AUX AUX VERB ADP DET NOUN PUNCT
2499,DET NUM AUX AUX VERB ADP DET PROPN NOUN ADP NOUN CCONJ PROPN PROPN VERB DET NOUN PRON VERB SCONJ PRON VERB DET NOUN PUNCT
2500,NOUN NOUN VERB DET NOUN AUX ADJ CCONJ DET NOUN AUX ADP ADJ NOUN ADJ NOUN PUNCT
2501,DET NOUN ADP SYM NUM VERB DET ADJ NOUN ADP DET SYM NUM ADJ NOUN ADP PROPN PROPN PROPN AUX VERB ADP DET NOUN NOUN PUNCT PROPN PROPN PROPN PUNCT NOUN ADP PROPN PROPN PUNCT
2502,DET NOUN AUX VERB DET NOUN PART VERB ADP NOUN ADP DET ADJ NOUN ADP DET PROPN PROPN PROPN PUNCT NOUN ADP PROPN PROPN PROPN PUNCT
2503,DET NOUN VERB NUM NOUN ADP DET NOUN PUNCT VERB PRON DET ADJ NOUN ADP NUM ADJ NOUN PUNCT
2504,PROPN PROPN PUNCT NOUN CCONJ NOUN NOUN ADP DET PROPN PROPN PROPN PROPN PUNCT AUX AUX VERB DET PROPN ADP DET NOUN ADP PROPN ADP DET PROPN ADP PROPN PUNCT
2505,DET NOUN AUX AUX VERB ADP NOUN PROPN PUNCT ADJ NOUN NOUN ADP PROPN PUNCT ADP DET NOUN ADP NUM NOUN ADP PROPN NUM ADP DET NOUN PUNCT PRON DET NOUN AUX VERB PRON ADJ NOUN PUNCT
2506,ADV NUM NOUN ADP DET NOUN AUX AUX ADP NOUN PART VERB ADV ADP DET NOUN SCONJ PROPN PROPN PUNCT
2507,PROPN PROPN AUX AUX VERB ADP DET NOUN ADP PROPN NUM ADP DET NOUN PART AUX VERB ADP DET PROPN PROPN ADP DET PROPN PUNCT PROPN PROPN PUNCT
2508,DET PROPN PUNCT VERB NOUN NOUN NOUN PROPN AUX VERB ADV ADP PROPN SCONJ NUM NOUN PART NOUN ADP PROPN PROPN NOUN VERB ADP NOUN NOUN ADV CCONJ ADV PUNCT
2509,ADP PROPN NUM PUNCT DET PROPN VERB DET NOUN ADP DET NOUN PRON VERB VERB ADP DET NOUN NOUN SCONJ PRON AUX VERB DET VERB NOUN PUNCT
2510,ADP PROPN SCONJ VERB ADP PROPN PUNCT PROPN PUNCT NUM NOUN ADP DET NOUN ADP NOUN VERB ADJ NOUN ADP DET NOUN PRON VERB ADP DET NOUN PUNCT
2511,ADJ NOUN VERB DET NOUN ADP VERB DET NOUN PART NOUN PUNCT
2512,PROPN PUNCT PROPN PUNCT PUNCT PROPN PUNCT
2513,PUNCT DET PROPN NOUN VERB ADP DET NOUN NOUN NUM ADP DET NOUN ADP DET NOUN PRON VERB PART VERB DET NOUN ADP DET PUNCT PUNCT PROPN PROPN PUNCT NOUN VERB NOUN NUM NOUN ADV PUNCT
2514,PROPN PROPN PROPN PROPN VERB DET ADJ NOUN PUNCT VERB SCONJ DET NOUN VERB ADJ NOUN SCONJ VERB ADP PROPN PROPN PROPN NOUN ADP NOUN ADP NOUN PUNCT
2515,PRON VERB DET NOUN ADP PROPN PROPN PROPN PUNCT NUM PUNCT DET NOUN ADP PROPN PUNCT PROPN PUNCT
2516,NUM NOUN AUX VERB ADV ADP PROPN PROPN PROPN ADP PROPN PUNCT PROPN PUNCT ADP NOUN ADP VERB ADP ADJ NOUN CCONJ NOUN VERB ADP ADP DET ADJ NOUN PART NOUN ADP DET PROPN NOUN VERB DET ADJ ADP DET PROPN PROPN PUNCT
2517,DET NOUN AUX VERB ADP PROPN PUNCT
2518,NUM ADP DET NUM NOUN AUX VERB ADP DET VERB NOUN ADP NOUN PUNCT
2519,DET NOUN AUX VERB ADP DET NOUN ADP DET ADJ NUM SCONJ DET NOUN AUX ADJ PART VERB ADP DET NOUN PUNCT
2520,DET NOUN ADP PROPN PROPN VERB DET ADJ NOUN ADP NOUN VERB DET NOUN PRON VERB DET NOUN PUNCT
2521,DET ADJ NOUN VERB SCONJ DET NOUN VERB ADP NOUN SCONJ PROPN PROPN PROPN PROPN VERB DET NOUN NOUN PRON AUX VERB NOUN ADP NOUN PUNCT VERB NOUN PUNCT
2522,PRON VERB NOUN ADP DET NOUN PART VERB PRON SCONJ PRON ADP DET NOUN AUX VERB ADP PRON ADP DET NOUN PUNCT
2523,NUM NOUN ADP DET NOUN ADV VERB ADP NOUN ADP VERB NOUN NOUN ADP PRON NOUN ADP ADJ NOUN VERB NOUN ADP DET NOUN PUNCT
2524,PRON AUX VERB ADP DET NOUN PUNCT
2525,ADV PUNCT SCONJ DET NOUN VERB ADP DET NOUN PUNCT DET NOUN VERB NUM ADP DET NOUN PUNCT VERB DET NOUN AUX VERB PRON PRON AUX AUX VERB ADP VERB NOUN ADP PRON NOUN DET NOUN SCONJ DET NOUN VERB PUNCT
2526,DET NOUN VERB DET VERB NOUN AUX VERB PRON PART AUX ADJ PUNCT
2527,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT
2528,DET ADJ NOUN AUX AUX VERB ADP DET NOUN ADP PRON ADP DET NUM VERB NOUN PUNCT
2529,ADP DET NOUN ADP DET NOUN PUNCT DET NOUN NOUN AUX VERB ADP DET NOUN ADP PROPN PROPN ADP PROPN PROPN PROPN NOUN PUNCT
2530,NUM NOUN ADP DET NOUN PUNCT PART PROPN PROPN PUNCT VERB PRON AUX AUX DET NOUN ADP DET PROPN ADP NUM NOUN PUNCT
2531,PRON AUX PART VERB ADP DET NOUN PUNCT
2532,DET NOUN NOUN ADP PROPN PROPN VERB DET ADJ NOUN ADP SYM NUM ADJ CCONJ NUM NOUN NOUN ADP NOUN PUNCT
2533,PROPN PROPN PUNCT PUNCT PROPN PUNCT
2534,PUNCT DET PROPN PROPN PROPN PROPN ADP PROPN AUX VERB DET ADJ NOUN ADP DET NUM PUNCT NOUN NOUN ADP PROPN PUNCT PRON AUX VERB NOUN PUNCT
2535,DET ADJ NOUN AUX NUM PUNCT NOUN PUNCT ADJ PROPN PROPN PROPN PROPN PUNCT ADV NOUN ADP DET PROPN PROPN PROPN ADP PROPN CCONJ PROPN PUNCT
2536,PRON AUX VERB ADP PRON ADJ NOUN PROPN NUM PUNCT
2537,PROPN PROPN PUNCT ADV NUM ADP DET ADJ NOUN ADV PART VERB DET ADJ ADJ NOUN PUNCT VERB PROPN PROPN PROPN PROPN PRON VERB ADJ PROPN PART VERB PROPN PUNCT PROPN PROPN NOUN NOUN PUNCT
2538,PROPN PROPN PUNCT ADP PROPN PUNCT PROPN PUNCT AUX DET NOUN ADP PROPN PUNCT PUNCT PRON VERB PROPN ADP PROPN PUNCT NUM PUNCT
2539,ADV ADP PRON PRON AUX VERB ADP PROPN PROPN PROPN ADP PROPN PUNCT
2540,PROPN PUNCT PROPN NUM
2541,ADJ VERB NOUN VERB ADP PUNCT PUNCT NOUN ADP ADJ NOUN CCONJ ADJ NOUN PUNCT AUX VERB NOUN CCONJ NOUN PUNCT PROPN PROPN PROPN PUNCT NOUN ADP DET PROPN PROPN PROPN PUNCT VERB NOUN PUNCT
2542,PUNCT PUNCT PRON AUX ADP VERB DET VERB ADJ ADP DET NUM PUNCT NOUN PUNCT ADJ CCONJ VERB PRON PART VERB ADP CCONJ VERB PUNCT PUNCT PRON VERB PUNCT
2543,PROPN VERB NOUN ADP DET PROPN PROPN PROPN PROPN DET ADJ VERB ADP PROPN VERB PART VERB PRON NOUN PUNCT DET NOUN NOUN PUNCT
2544,PUNCT PUNCT CCONJ PRON AUX VERB DET ADJ NOUN ADP DET NOUN CCONJ VERB DET ADJ NOUN PRON VERB DET NOUN NOUN NOUN PUNCT PUNCT PRON VERB PUNCT
2545,DET NOUN NOUN VERB ADJ NOUN ADP VERB AUX VERB ADJ NOUN ADP PROPN CCONJ PROPN PUNCT
2546,PRON AUX ADV AUX ADJ NOUN ADP DET PROPN PROPN PROPN PROPN PUNCT DET NOUN VERB PRON ADP PRON ADJ NOUN PUNCT PRON VERB PUNCT
2547,PUNCT PUNCT DET NOUN ADP PRON NOUN VERB DET NOUN PRON PUNCT VERB SCONJ NOUN AUX DET ADV ADJ ADJ NOUN ADP NOUN CCONJ NOUN PUNCT AUX VERB PART VERB PART AUX VERB ADP DET NOUN PRON ADV VERB PRON NOUN CCONJ PRON NOUN PUNCT PUNCT PROPN VERB DET NOUN PUNCT
2548,ADP NOUN ADP VERB ADJ NOUN ADP ADJ NOUN PUNCT PROPN VERB ADP NOUN ADP DET PROPN NOUN PUNCT NOUN ADP ADJ NOUN NOUN PUNCT VERB PROPN PROPN PUNCT PUNCT
2549,NOUN ADP DET NOUN SCONJ NOUN VERB PUNCT PUNCT
2550,DET NOUN NOUN NOUN ADJ NOUN PUNCT PUNCT
2551,ADJ NOUN NOUN NOUN NOUN PUNCT CCONJ ADJ NOUN ADP DET ADJ NOUN PART VERB NOUN ADP DET NOUN ADP NOUN PUNCT
2552,DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP PROPN NOUN ADP PROPN ADV VERB DET NOUN ADP DET PROPN PROPN PROPN PUNCT
2553,PROPN PROPN PROPN PUNCT NOUN ADP DET PROPN PROPN PROPN PUNCT VERB ADP DET NOUN ADP DET NUM PUNCT NOUN NOUN VERB ADV ADP PROPN PROPN ADP PROPN PROPN PROPN PUNCT NOUN ADP DET PROPN PUNCT
2554,DET NOUN AUX VERB ADP ADJ NUM NOUN ADP DET ADJ NOUN ADP DET PROPN ADP PROPN PROPN PUNCT PROPN ADP PROPN PUNCT PROPN PUNCT
2555,PROPN VERB DET NOUN AUX AUX DET PUNCT PUNCT NOUN PUNCT NOUN ADP DET NOUN PUNCT NOUN CCONJ NOUN PUNCT
2556,NUM NOUN ADV NOUN PUNCT ADJ NOUN PROPN PROPN VERB ADP DET ADJ NOUN VERB ADP DET ADJ NOUN PUNCT NOUN PRON AUX VERB ADP DET NOUN ADP DET PROPN NOUN PUNCT
2557,DET PROPN PROPN NUM PUNCT ADJ NOUN VERB ADP DET NOUN CCONJ VERB ADP PUNCT
2558,DET ADJ NOUN PROPN AUX VERB ADV ADP NOUN ADJ AUX PART VERB DET NOUN NOUN NOUN CCONJ VERB PRON ADP DET NOUN PUNCT
2559,PRON AUX ADV AUX VERB ADV PUNCT
2560,ADV DET ADJ PUNCT VERB PUNCT ADJ PUNCT ADJ NOUN PUNCT PROPN AUX DET ADJ NOUN ADP PROPN PART PROPN CCONJ PROPN PROPN ADP PROPN PUNCT SCONJ PRON VERB DET ADJ NOUN ADP DET NOUN ADP DET PROPN PART PROPN NOUN PUNCT
2561,PRON VERB ADP PRON NOUN NOUN CCONJ VERB DET ADJ NOUN ADP NUM PUNCT
2562,PUNCT PUNCT DET ADJ NUM NOUN AUX VERB PUNCT PUNCT PRON VERB PUNCT
2563,PUNCT PUNCT PRON AUX VERB DET NOUN CCONJ ADV VERB PRON PUNCT
2564,PRON AUX NOUN PART VERB ADP PRON PUNCT PUNCT
2565,PROPN AUX ADV ADJ NOUN ADP PROPN PART ADJ ADJ ADJ PUNCT PUNCT PROPN NOUN PUNCT PUNCT PRON VERB ADJ ADP DET PROPN ADP ADP DET NOUN PUNCT
2566,ADV NUM ADP DET ADJ ADJ NOUN PUNCT NOUN AUX PART AUX VERB ADJ ADP VERB NOUN ADP DET ADJ NOUN PUNCT
2567,DET NOUN AUX PROPN NOUN PUNCT DET ADJ NOUN PART VERB ADP DET ADJ NOUN ADP PROPN PUNCT
2568,DET NOUN ADP DET NOUN VERB SCONJ PROPN PART NOUN PUNCT
2569,VERB ADP DET ADJ ADJ NOUN ADV VERB ADP DET NOUN PART ADJ NOUN NOUN PUNCT DET NOUN VERB SCONJ DET NOUN VERB NOUN PUNCT
2570,ADP NUM NOUN PUNCT PROPN VERB PUNCT PUNCT NOUN PUNCT PUNCT CCONJ VERB DET VERB NOUN PUNCT NOUN NOUN PUNCT ADV VERB ADV ADP ADP DET PROPN PUNCT
2571,ADP DET ADJ NOUN ADP DET NOUN DET NOUN VERB DET ADJ ADJ NOUN PUNCT VERB ADP DET NOUN ADP DET ADV ADJ NOUN ADP NUM NOUN PUNCT PUNCT
2572,PRON AUX ADV NOUN PART ADJ ADJ NOUN ADP DET NOUN PUNCT
2573,PUNCT PUNCT PRON VERB ADV PUNCT PUNCT VERB PROPN PUNCT
2574,PUNCT PUNCT PRON VERB ADV NUM NOUN NOUN PUNCT DET NOUN PART VERB DET NOUN NOUN PUNCT
2575,PRON VERB ADV NUM NOUN PART VERB ADP ADP DET NOUN NOUN PUNCT PUNCT
2576,VERB DET NOUN NOUN PRON VERB DET VERB NOUN PART NOUN NOUN CCONJ NOUN VERB ADP NOUN PUNCT PROPN AUX PART VERB DET NOUN ADP DET NOUN ADV VERB ADP DET NOUN PUNCT
2577,PRON VERB PART VERB DET NOUN ADP DET NOUN NOUN ADP NUM NOUN PUNCT PUNCT ADV ADV ADP DET ADJ NOUN NOUN NOUN PUNCT CCONJ VERB ADP DET NOUN PUNCT
2578,NOUN ADV DET PROPN VERB ADP DET NOUN NOUN PUNCT VERB ADV CCONJ ADV ADP DET NOUN PUNCT ADV ADP DET NOUN ADP NOUN PRON VERB PUNCT
2579,PROPN VERB ADP PART VERB ADJ ADJ NOUN NOUN SCONJ ADJ NOUN VERB ADP DET PROPN NOUN PUNCT
2580,DET NOUN AUX PART AUX VERB ADP DET ADJ NOUN PUNCT
2581,NOUN AUX VERB PRON ADP DET NOUN NOUN ADP DET NOUN PUNCT VERB ADP DET NOUN ADP ADJ NOUN PUNCT
2582,DET NOUN NOUN ADP NUM NOUN AUX VERB ADP DET NOUN ADP NOUN PUNCT CCONJ DET NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT CCONJ DET NOUN ADV VERB ADP ADJ NOUN PUNCT
2583,ADV DET NOUN NOUN ADP NUM NOUN PUNCT PROPN VERB ADP DET ADJ ADJ NOUN ADP DET PROPN NOUN ADP PROPN PUNCT
2584,PRON ADJ NOUN AUX VERB ADP VERB NOUN PUNCT
2585,PUNCT PUNCT PRON AUX ADV ADJ PUNCT PUNCT PRON VERB PUNCT PUNCT PUNCT ADV ADJ PUNCT ADJ PUNCT CCONJ ADV ADJ PUNCT PUNCT
2586,PROPN PROPN PROPN AUX AUX VERB NOUN ADP DET NUM PROPN PROPN PROPN PROPN PUNCT PRON AUX VERB NOUN PUNCT
2587,ADJ NOUN AUX PROPN PROPN PROPN PUNCT NOUN NOUN PUNCT PROPN PROPN PROPN PUNCT NOUN PUNCT CCONJ PROPN PROPN PROPN PUNCT NOUN PUNCT
2588,PROPN PROPN PROPN PROPN AUX VERB NOUN ADP DET PROPN NOUN PUNCT
2589,VERB ADP DET NOUN ADP NOUN AUX PUNCT
2590,PROPN PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT CCONJ PROPN PROPN PROPN PUNCT
2591,PROPN PROPN PROPN PUNCT NOUN PUNCT ADJ ADJ CCONJ ADJ NOUN PUNCT AUX VERB DET PROPN PROPN ADP PROPN PRON VERB NOUN ADP PROPN PUNCT
2592,NOUN ADP DET PROPN PROPN PROPN PROPN PROPN PUNCT DET PROPN NOUN PUNCT AUX VERB ADP PROPN PROPN ADP DET NOUN ADP PROPN PROPN ADP NUM NOUN PROPN PUNCT
2593,ADP DET NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PROPN VERB PUNCT
2594,PUNCT PUNCT VERB NOUN ADP DET PROPN CCONJ ADP DET PROPN VERB ADJ VERB ADJ ADJ NOUN PART VERB PRON ADP DET NOUN DET ADV VERB ADJ NOUN AUX VERB ADP PUNCT
2595,PUNCT PUNCT PRON AUX PART VERB ADV SCONJ VERB ADP NOUN ADP DET ADJ SCONJ DET NOUN VERB DET NOUN ADP ADJ ADV ADJ NOUN PUNCT
2596,DET ADJ NOUN ADP ADP DET NOUN ADP NOUN AUX NOUN PART VERB ADJ NOUN PUNCT PUNCT
2597,ADV DET NOUN AUX ADJ PUNCT
2598,PUNCT PUNCT NOUN ADV AUX PART VERB ADJ PART VERB DET NOUN ADV ADJ ADP DET NOUN PUNCT PUNCT
2599,ADV PRON VERB NOUN PART VERB ADP DET ADJ NOUN ADP ADJ NOUN CCONJ VERB DET NOUN ADP ADP PRON NOUN PUNCT PUNCT
2600,DET ADJ ADJ NOUN VERB NUM NOUN NOUN ADP DET NOUN ADP DET NOUN ADP PROPN PROPN PUNCT NUM PUNCT PRON VERB ADJ NOUN ADP DET PUNCT PUNCT NOUN NOUN PUNCT CCONJ NOUN ADP DET NOUN PART NOUN PUNCT
2601,SCONJ PRON VERB ADP NUM NOUN PUNCT PROPN PUNCT PRON VERB ADP NUM PROPN PROPN PROPN PUNCT VERB ADP NOUN SCONJ PRON VERB DET ADJ NOUN ADP NOUN NOUN NOUN PUNCT
